ADMINISTRADORA;TIPO CARTAO;PARCELAMENTO;DATA DA VENDA;DATA RECEBIMENTO; VALOR ;BANDEIRA;PARCELAS;LANCAMENTO;CNPJ
CIELO;DEBITO ;AVISTA   ;01/12/2016;02/12/2016;99,92;MAESTRO             ;1/1;27761099;1,71704E+13
CIELO;CREDITO;AVISTA   ;01/12/2016;02/01/2017;169,96;VISA                ;1/1;27761102;1,71704E+13
CIELO;CREDITO;AVISTA   ;01/12/2016;02/01/2017;29,96;VISA                ;1/1;27761105;1,71704E+13
CIELO;DEBITO ;AVISTA   ;01/12/2016;02/12/2016;19,92;VISA ELECTRON;1/1;27761109;1,71704E+13
CIELO;DEBITO ;AVISTA   ;01/12/2016;02/12/2016;209,88;ELO;1/1;27761126;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;02/01/2017;62,48;VISA                ;1/4;27761150;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;30/01/2017;62,48;VISA                ;2/4;27761151;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;01/03/2017;62,48;VISA                ;3/4;27761152;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;31/03/2017;62,48;VISA                ;4/4;27761153;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;02/01/2017;74,98;MASTERCARD          ;1/2;27761155;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;30/01/2017;74,98;MASTERCARD          ;2/2;27761156;1,71704E+13
CIELO;DEBITO ;AVISTA   ;01/12/2016;02/12/2016;59,96;MAESTRO             ;1/1;27761170;1,71704E+13
CIELO;CREDITO;AVISTA   ;01/12/2016;02/01/2017;99,96;VISA                ;1/1;27761178;1,71704E+13
CIELO;DEBITO ;AVISTA   ;01/12/2016;02/12/2016;189,96;MAESTRO             ;1/1;27761181;1,71704E+13
CIELO;CREDITO;AVISTA   ;01/12/2016;02/01/2017;29,96;VISA                ;1/1;27761184;1,71704E+13
CIELO;DEBITO ;AVISTA   ;01/12/2016;02/12/2016;24,96;MAESTRO             ;1/1;27761185;1,71704E+13
CIELO;DEBITO ;AVISTA   ;01/12/2016;02/12/2016;39,92;VISA ELECTRON;1/1;27761212;1,71704E+13
CIELO;DEBITO ;AVISTA   ;01/12/2016;02/12/2016;39,96;MAESTRO             ;1/1;27761215;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;02/01/2017;27,49;VISA                ;1/4;27761225;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;30/01/2017;27,49;VISA                ;2/4;27761226;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;01/03/2017;27,49;VISA                ;3/4;27761227;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;31/03/2017;27,49;VISA                ;4/4;27761228;1,71704E+13
CIELO;DEBITO ;AVISTA   ;01/12/2016;02/12/2016;204,92;MAESTRO             ;1/1;27761234;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;02/01/2017;31,95;MASTERCARD          ;1/4;27761239;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;30/01/2017;31,95;MASTERCARD          ;2/4;27761240;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;01/03/2017;31,95;MASTERCARD          ;3/4;27761241;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;31/03/2017;31,95;MASTERCARD          ;4/4;27761242;1,71704E+13
CIELO;DEBITO ;AVISTA   ;01/12/2016;02/12/2016;19,96;VISA ELECTRON;1/1;27761246;1,71704E+13
CIELO;DEBITO ;AVISTA   ;01/12/2016;02/12/2016;119,96;VISA ELECTRON;1/1;27761270;1,71704E+13
CIELO;CREDITO;AVISTA   ;01/12/2016;02/01/2017;39,96;MASTERCARD          ;1/1;27761278;1,71704E+13
CIELO;DEBITO ;AVISTA   ;01/12/2016;02/12/2016;9,96;MAESTRO             ;1/1;27761279;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;02/01/2017;42,46;MASTERCARD          ;1/2;27761292;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;30/01/2017;42,46;MASTERCARD          ;2/2;27761294;1,71704E+13
CIELO;DEBITO ;AVISTA   ;01/12/2016;02/12/2016;39,96;MAESTRO             ;1/1;27761312;1,71704E+13
CIELO;CREDITO;AVISTA   ;01/12/2016;02/01/2017;59,96;VISA                ;1/1;27761314;1,71704E+13
CIELO;CREDITO;AVISTA   ;01/12/2016;02/01/2017;98,96;VISA                ;1/1;27761315;1,71704E+13
CIELO;DEBITO ;AVISTA   ;01/12/2016;02/12/2016;159,96;VISA ELECTRON;1/1;27761323;1,71704E+13
CIELO;DEBITO ;AVISTA   ;01/12/2016;02/12/2016;39,96;MAESTRO             ;1/1;27761330;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;02/01/2017;44,99;MASTERCARD          ;1/4;27761366;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;30/01/2017;44,99;MASTERCARD          ;2/4;27761367;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;01/03/2017;44,99;MASTERCARD          ;3/4;27761368;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;31/03/2017;44,99;MASTERCARD          ;4/4;27761369;1,71704E+13
CIELO;DEBITO ;AVISTA   ;01/12/2016;02/12/2016;9,96;MAESTRO             ;1/1;27761383;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;02/01/2017;53,32;MASTERCARD          ;1/3;27748773;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;30/01/2017;53,32;MASTERCARD          ;2/3;27748774;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;01/03/2017;53,32;MASTERCARD          ;3/3;27748775;1,71704E+13
CIELO;DEBITO ;AVISTA   ;01/12/2016;02/12/2016;59,88;VISA ELECTRON;1/1;27761393;1,71704E+13
CIELO;DEBITO ;AVISTA   ;01/12/2016;02/12/2016;109,96;MAESTRO             ;1/1;27761404;1,71704E+13
CIELO;DEBITO ;AVISTA   ;01/12/2016;02/12/2016;29,96;MAESTRO             ;1/1;27761418;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;02/01/2017;53,32;MASTERCARD          ;1/3;27756665;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;30/01/2017;53,32;MASTERCARD          ;2/3;27756666;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;01/03/2017;53,32;MASTERCARD          ;3/3;27756667;1,71704E+13
CIELO;DEBITO ;AVISTA   ;01/12/2016;02/12/2016;39,96;VISA ELECTRON;1/1;27761426;1,71704E+13
CIELO;DEBITO ;AVISTA   ;01/12/2016;02/12/2016;10,00;MAESTRO             ;1/1;27761432;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;02/01/2017;27,49;VISA                ;1/4;27761439;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;30/01/2017;27,49;VISA                ;2/4;27761440;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;01/03/2017;27,49;VISA                ;3/4;27761441;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;31/03/2017;27,49;VISA                ;4/4;27761443;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;02/01/2017;53,32;MASTERCARD          ;1/3;27760151;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;30/01/2017;53,32;MASTERCARD          ;2/3;27760152;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;01/03/2017;53,32;MASTERCARD          ;3/3;27760153;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;02/01/2017;29,98;VISA                ;1/4;27761450;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;30/01/2017;29,98;VISA                ;2/4;27761451;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;01/03/2017;29,98;VISA                ;3/4;27761452;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;31/03/2017;29,98;VISA                ;4/4;27761453;1,71704E+13
CIELO;CREDITO;AVISTA   ;01/12/2016;02/01/2017;29,96;VISA                ;1/1;27761454;1,71704E+13
CIELO;DEBITO ;AVISTA   ;01/12/2016;02/12/2016;9,96;MAESTRO             ;1/1;27761455;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;02/01/2017;37,49;MASTERCARD          ;1/4;27761464;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;30/01/2017;37,49;MASTERCARD          ;2/4;27761465;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;01/03/2017;37,49;MASTERCARD          ;3/4;27761466;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;31/03/2017;37,49;MASTERCARD          ;4/4;27761467;1,71704E+13
CIELO;CREDITO;AVISTA   ;01/12/2016;02/01/2017;125,00;MASTERCARD          ;1/1;27761468;1,71704E+13
CIELO;DEBITO ;AVISTA   ;01/12/2016;02/12/2016;124,80;VISA ELECTRON;1/1;27761469;1,71704E+13
CIELO;DEBITO ;AVISTA   ;01/12/2016;02/12/2016;99,92;MAESTRO             ;1/1;27761516;1,71704E+13
CIELO;DEBITO ;AVISTA   ;01/12/2016;02/12/2016;109,92;VISA ELECTRON;1/1;27761520;1,71704E+13
CIELO;CREDITO;AVISTA   ;01/12/2016;02/01/2017;29,96;MASTERCARD          ;1/1;27761523;1,71704E+13
CIELO;DEBITO ;AVISTA   ;01/12/2016;02/12/2016;139,88;VISA ELECTRON;1/1;27761530;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;02/01/2017;39,94;MASTERCARD          ;1/2;27761536;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;30/01/2017;39,94;MASTERCARD          ;2/2;27761537;1,71704E+13
CIELO;DEBITO ;AVISTA   ;01/12/2016;02/12/2016;99,96;VISA ELECTRON;1/1;27761538;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;02/01/2017;24,98;MASTERCARD          ;1/2;27761547;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;30/01/2017;24,98;MASTERCARD          ;2/2;27761548;1,71704E+13
CIELO;CREDITO;AVISTA   ;01/12/2016;02/01/2017;68,92;VISA                ;1/1;27761555;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;02/01/2017;54,98;VISA                ;1/2;27761558;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;30/01/2017;54,98;VISA                ;2/2;27761559;1,71704E+13
CIELO;DEBITO ;AVISTA   ;01/12/2016;02/12/2016;39,92;MAESTRO             ;1/1;27761560;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;02/01/2017;53,32;MASTERCARD          ;1/3;27761422;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;30/01/2017;53,32;MASTERCARD          ;2/3;27761423;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;01/03/2017;53,32;MASTERCARD          ;3/3;27761425;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;02/01/2017;154,95;MASTERCARD;1/4;27761572;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;30/01/2017;154,95;MASTERCARD;2/4;27761573;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;01/03/2017;154,95;MASTERCARD;3/4;27761574;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;31/03/2017;154,95;MASTERCARD;4/4;27761575;1,71704E+13
CIELO;CREDITO;AVISTA   ;01/12/2016;02/01/2017;159,96;VISA                ;1/1;27761591;1,71704E+13
CIELO;CREDITO;AVISTA   ;01/12/2016;02/01/2017;19,96;VISA                ;1/1;27761596;1,71704E+13
CIELO;CREDITO;AVISTA   ;01/12/2016;02/01/2017;30,00;VISA                ;1/1;27761598;1,71704E+13
CIELO;CREDITO;AVISTA   ;01/12/2016;02/01/2017;149,88;VISA                ;1/1;27761604;1,71704E+13
CIELO;DEBITO ;AVISTA   ;01/12/2016;02/12/2016;59,96;MAESTRO             ;1/1;27761607;1,71704E+13
CIELO;DEBITO ;AVISTA   ;01/12/2016;02/12/2016;124,92;VISA ELECTRON;1/1;27761621;1,71704E+13
CIELO;CREDITO;AVISTA   ;01/12/2016;02/01/2017;19,96;VISA                ;1/1;27761642;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;02/01/2017;39,99;VISA                ;1/4;27761655;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;30/01/2017;39,99;VISA                ;2/4;27761657;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;01/03/2017;39,99;VISA                ;3/4;27761658;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;31/03/2017;39,99;VISA                ;4/4;27761659;1,71704E+13
CIELO;DEBITO ;AVISTA   ;01/12/2016;02/12/2016;419,92;MAESTRO             ;1/1;27761661;1,71704E+13
CIELO;CREDITO;AVISTA   ;01/12/2016;02/01/2017;19,92;VISA                ;1/1;27761691;1,71704E+13
CIELO;CREDITO;AVISTA   ;01/12/2016;02/01/2017;49,96;VISA                ;1/1;27761708;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;02/01/2017;26,00;MASTERCARD          ;1/5;27761715;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;30/01/2017;25,99;MASTERCARD          ;2/5;27761716;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;01/03/2017;25,99;MASTERCARD          ;3/5;27761717;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;31/03/2017;25,99;MASTERCARD          ;4/5;27761718;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;02/05/2017;25,99;MASTERCARD          ;5/5;27761719;1,71704E+13
CIELO;CREDITO;AVISTA   ;01/12/2016;02/01/2017;29,92;VISA                ;1/1;27761727;1,71704E+13
CIELO;DEBITO ;AVISTA   ;01/12/2016;02/12/2016;69,92;VISA ELECTRON;1/1;27761737;1,71704E+13
CIELO;DEBITO ;AVISTA   ;01/12/2016;02/12/2016;59,96;VISA ELECTRON;1/1;27761741;1,71704E+13
CIELO;CREDITO;AVISTA   ;01/12/2016;02/01/2017;19,96;MASTERCARD          ;1/1;27761753;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;02/01/2017;57,48;VISA                ;1/4;27761757;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;30/01/2017;57,48;VISA                ;2/4;27761758;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;01/03/2017;57,48;VISA                ;3/4;27761760;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;31/03/2017;57,48;VISA                ;4/4;27761762;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;02/01/2017;29,98;MASTERCARD          ;1/2;27761784;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;30/01/2017;29,98;MASTERCARD          ;2/2;27761785;1,71704E+13
CIELO;DEBITO ;AVISTA   ;01/12/2016;02/12/2016;29,96;MAESTRO             ;1/1;27761791;1,71704E+13
CIELO;CREDITO;AVISTA   ;01/12/2016;02/01/2017;40,00;VISA                ;1/1;27761798;1,71704E+13
CIELO;CREDITO;AVISTA   ;01/12/2016;02/01/2017;39,96;VISA                ;1/1;27761801;1,71704E+13
CIELO;CREDITO;AVISTA   ;01/12/2016;02/01/2017;39,96;VISA                ;1/1;27761803;1,71704E+13
CIELO;CREDITO;AVISTA   ;01/12/2016;02/01/2017;24,92;VISA                ;1/1;27761805;1,71704E+13
CIELO;DEBITO ;AVISTA   ;01/12/2016;02/12/2016;59,92;MAESTRO             ;1/1;27761822;1,71704E+13
CIELO;CREDITO;AVISTA   ;01/12/2016;02/01/2017;194,92;MASTERCARD          ;1/1;27761824;1,71704E+13
CIELO;DEBITO ;AVISTA   ;01/12/2016;02/12/2016;29,96;VISA ELECTRON;1/1;27761825;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;02/01/2017;72,47;VISA                ;1/4;27761826;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;30/01/2017;72,47;VISA                ;2/4;27761827;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;01/03/2017;72,47;VISA                ;3/4;27761828;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;31/03/2017;72,47;VISA                ;4/4;27761829;1,71704E+13
CIELO;DEBITO ;AVISTA   ;01/12/2016;02/12/2016;59,96;MAESTRO             ;1/1;27761830;1,71704E+13
CIELO;DEBITO ;AVISTA   ;01/12/2016;02/12/2016;9,96;VISA ELECTRON;1/1;27761837;1,71704E+13
CIELO;CREDITO;AVISTA   ;01/12/2016;02/01/2017;29,96;MASTERCARD          ;1/1;27761849;1,71704E+13
CIELO;CREDITO;AVISTA   ;01/12/2016;02/01/2017;59,96;VISA                ;1/1;27761852;1,71704E+13
CIELO;CREDITO;AVISTA   ;01/12/2016;02/01/2017;79,96;MASTERCARD          ;1/1;27761855;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;02/01/2017;27,46;VISA                ;1/4;27761860;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;30/01/2017;27,46;VISA                ;2/4;27761861;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;01/03/2017;27,46;VISA                ;3/4;27761862;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;31/03/2017;27,46;VISA                ;4/4;27761863;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;02/01/2017;54,97;VISA                ;1/4;27761864;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;30/01/2017;54,97;VISA                ;2/4;27761865;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;01/03/2017;54,97;VISA                ;3/4;27761866;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;31/03/2017;54,97;VISA                ;4/4;27761868;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;02/01/2017;44,94;MASTERCARD          ;1/2;27761872;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;30/01/2017;44,94;MASTERCARD          ;2/2;27761873;1,71704E+13
CIELO;DEBITO ;AVISTA   ;01/12/2016;02/12/2016;50,00;MASTERCARD          ;1/1;27761880;1,71704E+13
CIELO;CREDITO;AVISTA   ;01/12/2016;02/01/2017;84,96;MASTERCARD          ;1/1;27761895;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;02/01/2017;27,49;MASTERCARD          ;1/4;27761896;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;30/01/2017;27,49;MASTERCARD          ;2/4;27761897;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;01/03/2017;27,49;MASTERCARD          ;3/4;27761898;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;31/03/2017;27,49;MASTERCARD          ;4/4;27761899;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;02/01/2017;29,96;MASTERCARD          ;1/2;27761904;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;30/01/2017;29,96;MASTERCARD          ;2/2;27761906;1,71704E+13
CIELO;DEBITO ;AVISTA   ;01/12/2016;02/12/2016;19,96;VISA ELECTRON;1/1;27761908;1,71704E+13
CIELO;DEBITO ;AVISTA   ;01/12/2016;02/12/2016;79,92;VISA ELECTRON;1/1;27761910;1,71704E+13
CIELO;CREDITO;AVISTA   ;01/12/2016;02/01/2017;49,96;VISA                ;1/1;27761913;1,71704E+13
CIELO;DEBITO ;AVISTA   ;01/12/2016;02/12/2016;29,96;MAESTRO             ;1/1;27761914;1,71704E+13
CIELO;DEBITO ;AVISTA   ;01/12/2016;02/12/2016;49,96;VISA ELECTRON;1/1;27761920;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;02/01/2017;29,98;VISA                ;1/2;27761938;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;30/01/2017;29,98;VISA                ;2/2;27761939;1,71704E+13
CIELO;DEBITO ;AVISTA   ;01/12/2016;02/12/2016;19,96;MAESTRO             ;1/1;27761950;1,71704E+13
CIELO;DEBITO ;AVISTA   ;01/12/2016;02/12/2016;119,92;MAESTRO             ;1/1;27761953;1,71704E+13
CIELO;DEBITO ;AVISTA   ;01/12/2016;02/12/2016;204,88;VISA ELECTRON;1/1;27761966;1,71704E+13
CIELO;CREDITO;AVISTA   ;01/12/2016;02/01/2017;19,96;VISA                ;1/1;27761970;1,71704E+13
CIELO;CREDITO;AVISTA   ;01/12/2016;02/01/2017;19,96;VISA                ;1/1;27761972;1,71704E+13
CIELO;DEBITO ;AVISTA   ;01/12/2016;02/12/2016;19,96;MAESTRO             ;1/1;27761973;1,71704E+13
CIELO;DEBITO ;AVISTA   ;01/12/2016;02/12/2016;59,96;MAESTRO             ;1/1;27761974;1,71704E+13
CIELO;DEBITO ;AVISTA   ;01/12/2016;02/12/2016;49,96;MAESTRO             ;1/1;27761986;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;02/01/2017;42,49;MASTERCARD          ;1/4;27761987;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;30/01/2017;42,49;MASTERCARD          ;2/4;27761988;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;01/03/2017;42,49;MASTERCARD          ;3/4;27761989;1,71704E+13
CIELO;CREDITO;AVISTA   ;01/12/2016;02/01/2017;59,96;VISA                ;1/1;27761990;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;31/03/2017;42,49;MASTERCARD          ;4/4;27761991;1,71704E+13
CIELO;DEBITO ;AVISTA   ;01/12/2016;02/12/2016;123,42;VISA ELECTRON;1/1;27761997;1,71704E+13
CIELO;CREDITO;AVISTA   ;01/12/2016;02/01/2017;19,96;MASTERCARD          ;1/1;27762001;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;02/01/2017;53,32;MASTERCARD          ;1/3;27762002;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;30/01/2017;53,32;MASTERCARD          ;2/3;27762003;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;01/03/2017;53,32;MASTERCARD          ;3/3;27762004;1,71704E+13
CIELO;DEBITO ;AVISTA   ;01/12/2016;02/12/2016;59,92;MAESTRO             ;1/1;27762023;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;02/01/2017;39,98;VISA                ;1/2;27762030;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;30/01/2017;39,98;VISA                ;2/2;27762031;1,71704E+13
CIELO;DEBITO ;AVISTA   ;01/12/2016;02/12/2016;119,96;VISA ELECTRON;1/1;27762033;1,71704E+13
CIELO;DEBITO ;AVISTA   ;01/12/2016;02/12/2016;149,96;VISA ELECTRON;1/1;27762041;1,71704E+13
CIELO;DEBITO ;AVISTA   ;01/12/2016;02/12/2016;19,96;VISA ELECTRON;1/1;27762043;1,71704E+13
CIELO;DEBITO ;AVISTA   ;01/12/2016;02/12/2016;59,96;VISA ELECTRON;1/1;27762044;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;02/01/2017;53,32;VISA                ;1/3;27763189;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;30/01/2017;53,32;VISA                ;2/3;27763190;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;01/03/2017;53,32;VISA                ;3/3;27763191;1,71704E+13
CIELO;DEBITO ;AVISTA   ;01/12/2016;02/12/2016;29,96;VISA ELECTRON;1/1;27762049;1,71704E+13
CIELO;DEBITO ;AVISTA   ;01/12/2016;02/12/2016;29,96;VISA ELECTRON;1/1;27762051;1,71704E+13
CIELO;DEBITO ;AVISTA   ;01/12/2016;02/12/2016;119,96;VISA ELECTRON;1/1;27762055;1,71704E+13
CIELO;DEBITO ;AVISTA   ;01/12/2016;02/12/2016;49,96;VISA ELECTRON;1/1;27762057;1,71704E+13
CIELO;DEBITO ;AVISTA   ;01/12/2016;02/12/2016;39,96;MAESTRO             ;1/1;27762069;1,71704E+13
CIELO;DEBITO ;AVISTA   ;01/12/2016;02/12/2016;29,96;VISA ELECTRON;1/1;27762072;1,71704E+13
CIELO;DEBITO ;AVISTA   ;01/12/2016;02/12/2016;109,96;MAESTRO             ;1/1;27762088;1,71704E+13
CIELO;CREDITO;AVISTA   ;01/12/2016;02/01/2017;85,96;VISA                ;1/1;27762093;1,71704E+13
CIELO;DEBITO ;AVISTA   ;01/12/2016;02/12/2016;319,92;MAESTRO             ;1/1;27762112;1,71704E+13
CIELO;CREDITO;AVISTA   ;01/12/2016;02/01/2017;137,88;VISA                ;1/1;27762113;1,71704E+13
CIELO;DEBITO ;AVISTA   ;01/12/2016;02/12/2016;59,92;VISA ELECTRON;1/1;27762115;1,71704E+13
CIELO;CREDITO;AVISTA   ;01/12/2016;02/01/2017;229,92;VISA                ;1/1;27762117;1,71704E+13
CIELO;DEBITO ;AVISTA   ;01/12/2016;02/12/2016;79,96;VISA ELECTRON;1/1;27762121;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;02/01/2017;105,96;VISA                ;1/2;27762136;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;30/01/2017;105,96;VISA                ;2/2;27762137;1,71704E+13
CIELO;DEBITO ;AVISTA   ;01/12/2016;02/12/2016;9,96;MAESTRO             ;1/1;27762140;1,71704E+13
CIELO;CREDITO;AVISTA   ;01/12/2016;02/01/2017;4,96;VISA                ;1/1;27762148;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;02/01/2017;57,47;MASTERCARD          ;1/4;27762161;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;30/01/2017;57,47;MASTERCARD          ;2/4;27762162;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;01/03/2017;57,47;MASTERCARD          ;3/4;27762163;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;31/03/2017;57,47;MASTERCARD          ;4/4;27762164;1,71704E+13
CIELO;DEBITO ;AVISTA   ;01/12/2016;02/12/2016;89,96;VISA ELECTRON;1/1;27762165;1,71704E+13
CIELO;CREDITO;AVISTA   ;01/12/2016;02/01/2017;59,96;VISA                ;1/1;27762167;1,71704E+13
CIELO;CREDITO;AVISTA   ;01/12/2016;02/01/2017;159,96;VISA                ;1/1;27762188;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;02/01/2017;56,60;MASTERCARD          ;1/3;27760307;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;30/01/2017;56,60;MASTERCARD          ;2/3;27760308;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;01/03/2017;56,60;MASTERCARD          ;3/3;27760309;1,71704E+13
CIELO;CREDITO;AVISTA   ;01/12/2016;02/01/2017;29,92;MASTERCARD;1/1;27762201;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;02/01/2017;79,98;MASTERCARD          ;1/2;27762214;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;30/01/2017;79,98;MASTERCARD          ;2/2;27762215;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;02/01/2017;44,99;VISA                ;1/4;27762220;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;30/01/2017;44,99;VISA                ;2/4;27762221;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;01/03/2017;44,99;VISA                ;3/4;27762223;1,71704E+13
CIELO;CREDITO;PARCELADO;01/12/2016;31/03/2017;44,99;VISA                ;4/4;27762224;1,71704E+13
CIELO;DEBITO ;AVISTA   ;01/12/2016;02/12/2016;59,96;MAESTRO             ;1/1;27762231;1,71704E+13
